"ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"BP","GO:0006497","protein lipidation",57,-0.400038841510199,-1.73500073729096,0.00080769197964637,0.0109777018426926,0.008654094601629,3977,"tags=53%, list=22%, signal=41%","Atg7/Golga7/Svip/Nmt2/Ppm1a/Ppm1b/Atg13/Atg10/Zdhhc18/Atg101/Wipi2/Abca1/Atg5/Irgm1/Pik3c3/Rb1cc1/Wdr45b/Zdhhc20/Rab3gap1/Clip3/Zdhhc5/Zdhhc9/Irgm2/Zdhhc7/Wdr45/Zdhhc15/Ulk1/Zdhhc17/Ugcg/Glul"
"BP","GO:0002718","regulation of cytokine production involved in immune response",119,-0.320972900798899,-1.61824714213853,0.000816211966756974,0.0110482561195362,0.00870971493046497,1749,"tags=22%, list=10%, signal=20%","Bcl6/Hmox1/Ube2j1/Hk1/Atg9a/Il18/Tnfsf4/Sirt1/Jak3/Nlrx1/Syk/Cd55/Tlr7/Sash3/Tlr4/H2-T23/Tnfrsf1b/Irak3/Laptm5/Tek/Il1r1/Slamf1/Kit/Cd81/Smad7/Angpt1"
"BP","GO:0008654","phospholipid biosynthetic process",198,-0.273996905006445,-1.47557371481616,0.000822302680330848,0.0110957295027292,0.00874713980819432,3805,"tags=34%, list=21%, signal=27%","Abca2/Mboat7/Bpnt1/Pigc/Plcg2/Agpat1/Slc27a1/Pigv/Cdipt/Dgka/Dhdds/Itpkc/Cds2/Inpp5e/Pdgfb/Sphk2/Itpkb/Pigq/Lpcat1/Cln3/Pigh/Sptlc2/Pld2/Pigp/Uvrag/Bscl2/Agpat2/Pik3cb/Samd8/Htr2a/Piga/Tmem150a/Pik3c2a/Plscr1/Pik3c3/Chka/Cds1/Pigx/Pigm/Agpat4/Atg14/Pik3r4/Hexb/Capn2/Ormdl1/Pigu/Pip4k2c/Ggps1/Pla2g4a/Pik3r1/Pcyt1a/Inpp1/Pip5k1c/Dgkg/Agpat3/Serinc1/Pip4k2a/Lpcat2/Serinc5/Abhd4/Pik3cg/Rab38/Plscr3/Ip6k1/Sgms1/Etnk1/Ormdl3"
"BP","GO:0060070","canonical Wnt signaling pathway",264,-0.25454009149931,-1.41344217371882,0.000822465285501153,0.0110957295027292,0.00874713980819432,3186,"tags=27%, list=17%, signal=23%","Zfp703/Mad2l2/Dvl2/Disc1/Dvl3/Fzd5/Csnk1g2/Dab2ip/Mdk/Fzd4/Usp47/Pfdn5/Ccar2/Apc/Rnf146/Tle1/App/Siah1a/Gsk3b/Ctnnb1/Vps35/Limd1/Rab5a/Rnf220/Fzd9/Rnf14/Wwtr1/Ror2/Lrp6/Ppp2r3a/Csnk1d/Smad3/Ube2b/Fam53b/Tle4/Gnaq/Tmem88/Btrc/Zeb2/Jup/Tmem9/Kremen1/Sfrp1/Hdac1/Bcl9l/Tnks2/Notch1/Tcf7l2/Nrarp/Fzd6/Fzd8/Tmem64/Amfr/Smad4/Pten/Tle6/Stk4/Sox4/Frmd8/Siah2/Ddit3/Lats2/Tle3/Mapk14/Ilk/Hhex/Ubac2/Foxo1/Mllt3/Egr1/Sdc1/Apoe"
"BP","GO:0046546","development of primary male sexual characteristics",145,-0.314085581168919,-1.64322192324095,0.000824613258510385,0.011106166236704,0.00875536743948219,1962,"tags=25%, list=11%, signal=22%","Patz1/Spata2/Arid4a/Ctsl/Tnfsf10/Cbl/Fndc3a/Prdx4/Kdm5a/Ncoa1/Nupr1/Sfrp1/Insl6/Tbc1d20/Hoxa10/Lhfpl2/Ago4/Pitx2/Sgpl1/Crkl/Smad4/Map7/Rec8/Jmjd1c/Insr/Mmp14/Ctnna1/Esr1/Lhcgr/Gata1/Adgrg1/Rhobtb3/Kit/Icam1/Sdc1/Ccnd1"
"BP","GO:0033627","cell adhesion mediated by integrin",78,-0.366161097031111,-1.71290631561696,0.000835227859590854,0.0112304098724687,0.00885331291048927,1303,"tags=24%, list=7%, signal=23%","Itgb2/Itga9/Lyn/Fermt3/Itgam/Syk/Emilin1/Crkl/Itgb3/Jam3/Cd24a/Itgb5/Itga6/Crk/Itga2b/Icam1/Efna1/Col16a1/Mmrn1"
"BP","GO:0090101","negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway",130,-0.304618674512747,-1.54577727527429,0.000843724729681367,0.0113258131902909,0.00892852258092609,1819,"tags=24%, list=10%, signal=22%","Gdf15/Lefty1/Arid4a/Crim1/Fam89b/Spred2/Spry2/Tob1/Chst11/Pdpk1/Lemd2/Ski/Sfrp1/Hdac1/Bcl9l/Skil/Notch1/Rbpms2/Sirt1/Tcf7l2/Ogt/Emilin1/Spry1/Smurf2/Prdm16/Gdf3/Zbtb7a/Spred1/Cav2/Smad7/Tgfbr3"
"MF","GO:0034593","phosphatidylinositol bisphosphate phosphatase activity",22,-0.59293166832127,-2.08852505400381,0.000851074434223362,0.0113314831032073,0.00893299236553714,2158,"tags=59%, list=12%, signal=52%","Mtm1/Mtmr4/Inpp5e/Sacm1l/Synj2/Inpp5b/Mtmr1/Mtmr6/Inpp5d/Inpp5k/Mtmr3/Pten/Ocrl"
"BP","GO:0050857","positive regulation of antigen receptor-mediated signaling pathway",26,-0.538950495213414,-1.97880960446303,0.000847601164204033,0.0113314831032073,0.00893299236553714,4552,"tags=62%, list=25%, signal=46%","Usp46/Ccr7/Ada/Bcl10/Tespa1/Foxp1/Cmtm3/Ubr2/Rab29/Ikbkg/Lipa/Nfam1/Kcnn4/Rela/Cd81/Prkd2"
"CC","GO:0000795","synaptonemal complex",50,0.50246098389532,1.71147378926809,0.000851158302641605,0.0113314831032073,0.00893299236553714,4570,"tags=52%, list=25%, signal=39%","Xlr4c/Ccnb1ip1/Xlr4b/Tex11/Sycp2/Smc1b/Sycp1/Msh4/Xlr3c/Plk1/Gm773/Rad21l/Rad51/Hspa2/Hormad1/Xlr5a/Gm5935/Syce1l/Slx/Gm1993/Xlr4a/Mlh1/Brca2/Incenp/Gm4297/Fkbp6"
"CC","GO:0099086","synaptonemal structure",50,0.50246098389532,1.71147378926809,0.000851158302641605,0.0113314831032073,0.00893299236553714,4570,"tags=52%, list=25%, signal=39%","Xlr4c/Ccnb1ip1/Xlr4b/Tex11/Sycp2/Smc1b/Sycp1/Msh4/Xlr3c/Plk1/Gm773/Rad21l/Rad51/Hspa2/Hormad1/Xlr5a/Gm5935/Syce1l/Slx/Gm1993/Xlr4a/Mlh1/Brca2/Incenp/Gm4297/Fkbp6"
"BP","GO:0070252","actin-mediated cell contraction",90,0.453308650215728,1.67881610188729,0.000849084054840625,0.0113314831032073,0.00893299236553714,2919,"tags=36%, list=16%, signal=30%","Fxyd1/Ryr2/Dsp/Cacna1c/Epdr1/Abcc9/Ank2/Scn4b/Myh2/Myh6/Nos1/Scn1a/Kcnj8/Acta2/Dsc2/Myh8/Scn2b/Cacna1d/Myh7/Limch1/Pdpn/Scn5a/Pard3/Akap6/Casq2/Myh7b/Ctnna3/Adora1/Cacna2d1/Pln/Tnnt2/Rnf207"
"BP","GO:0035646","endosome to melanosome transport",10,-0.780224397404235,-2.10877322768148,0.000866547653569146,0.0114796255549054,0.00904977808352109,3459,"tags=90%, list=19%, signal=73%","Bloc1s3/Ankrd27/Bloc1s6/Bloc1s5/Ap1g1/Ap1m1/Cd63/Rab32/Rab38"
"BP","GO:0043485","endosome to pigment granule transport",10,-0.780224397404235,-2.10877322768148,0.000866547653569146,0.0114796255549054,0.00904977808352109,3459,"tags=90%, list=19%, signal=73%","Bloc1s3/Ankrd27/Bloc1s6/Bloc1s5/Ap1g1/Ap1m1/Cd63/Rab32/Rab38"
"BP","GO:0048757","pigment granule maturation",10,-0.780224397404235,-2.10877322768148,0.000866547653569146,0.0114796255549054,0.00904977808352109,3459,"tags=90%, list=19%, signal=73%","Bloc1s3/Ankrd27/Bloc1s6/Bloc1s5/Ap1g1/Ap1m1/Cd63/Rab32/Rab38"
"BP","GO:0072012","glomerulus vasculature development",27,-0.549134039004373,-2.0227417952421,0.000868302907103771,0.0114840520332333,0.00905326762648295,1574,"tags=41%, list=9%, signal=37%","Bmp4/Cflar/Cd34/Notch1/Itgb3/Pdgfd/Tek/Hes1/Aqp1/Egr1/Angpt1"
"CC","GO:0001750","photoreceptor outer segment",83,0.446757619245576,1.6430821198461,0.00086992021509568,0.0114866425787389,0.00905530984134685,4399,"tags=43%, list=24%, signal=33%","Gnb1/Vcan/Mertk/Lyar/Pcdh15/Gucy2e/Cacna1f/Grk1/Opn1mw/Gucy2f/Prom1/Prph2/Cngb3/Rab27a/Mak/Map1b/Kif17/Rp1l1/Ush1c/Arr3/Impg1/Cdhr1/Pde6a/Sag/Rp1/Gngt1/Shank2/Myo7a/Atp1a4/Cnga3/Myo3b/Map1a/Pde6g/Slc24a4/Guca1b/Cnga1"
"MF","GO:0015399","primary active transmembrane transporter activity",123,0.412076489312815,1.58971288772144,0.000871465418190795,0.0114882741344206,0.00905659605201458,1464,"tags=22%, list=8%, signal=20%","Cox4i2/Atp6v0e2/Abcc9/Abca17/Atp6v1c2/Abca12/Abcc8/Abcg5/Abca6/Atp6v0a4/Abcb11/Atp12a/Abca15/Abcc6/Atp13a5/Abca8a/Atp2b2/Kcnj8/Abcc2/Abca16/Abca14/Abcc12/Atp13a4/Abcb5/Atp2b3/Abcb9/Atp4b"
"BP","GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",199,-0.266666465247516,-1.43912874898125,0.000877845550346955,0.0115535340266348,0.00910804263792177,2582,"tags=26%, list=14%, signal=23%","Pnp/Dpp4/Traf6/Clcf1/Parp3/Il4/Il7r/Clec4g/Pagr1a/Loxl3/Il4ra/Gimap5/Prkaa1/Cr1l/Ep300/Fbxo38/Nckap1l/Bcl6/H2-DMa/Tnfaip3/Irf1/Jak2/Pla2g4a/Spn/Pkn1/Brd2/Ndfip1/Zc3h12a/Il18/Tnfsf4/Il27ra/Jak3/Il12a/Anxa1/Cd55/Prkcq/Socs5/Klhl22/Nfkbiz/Nfkbid/Cd24a/Cd274/Tnfrsf13c/Sash3/H2-T23/Tnfrsf1b/Pf4/Il1r1/Mef2c/Slamf1/Cd81/Smad7"
"BP","GO:0072662","protein localization to peroxisome",20,-0.604336848748149,-2.06177686703544,0.000886485989869856,0.0116130586532325,0.00915496791946839,3154,"tags=50%, list=17%, signal=41%","Usp9x/Hacl1/Pex13/Pex5/Pex6/Pex19/Pex26/Rab8b/Zfand6/Lonp2"
"BP","GO:0072663","establishment of protein localization to peroxisome",20,-0.604336848748149,-2.06177686703544,0.000886485989869856,0.0116130586532325,0.00915496791946839,3154,"tags=50%, list=17%, signal=41%","Usp9x/Hacl1/Pex13/Pex5/Pex6/Pex19/Pex26/Rab8b/Zfand6/Lonp2"
"BP","GO:0043371","negative regulation of CD4-positive, alpha-beta T cell differentiation",27,-0.548561747142643,-2.02063375133009,0.000886679518505684,0.0116130586532325,0.00915496791946839,2962,"tags=52%, list=16%, signal=44%","Cbfb/Zbtb7b/Il4/Loxl3/Il4ra/Bcl6/Irf1/Zc3h12a/Tnfsf4/Jak3/Anxa1/Socs5/Pf4/Smad7"
"MF","GO:0017017","MAP kinase tyrosine/serine/threonine phosphatase activity",11,-0.727942420115764,-2.02810117364351,0.000888143856773361,0.0116134150591999,0.00915524888637776,1024,"tags=55%, list=6%, signal=52%","Dusp16/Dusp10/Dusp1/Dusp4/Dusp2/Dusp6"
"BP","GO:0035924","cellular response to vascular endothelial growth factor stimulus",58,-0.40851019248353,-1.79806092812378,0.000901332177432216,0.0117668260514212,0.00927618797350527,1755,"tags=36%, list=10%, signal=33%","Dll4/Ramp2/Spry2/Myo1c/Ptp4a3/Vegfc/Notch1/Atp2b4/Il12a/Emilin1/Anxa1/Gab1/Tcf4/Sphk1/Cd63/Nr4a1/Egr3/Mapk14/Rela/Adgrg1/Prkd2"
"BP","GO:0002285","lymphocyte activation involved in immune response",202,-0.270444676869981,-1.46020593367266,0.000906334356369256,0.0118130450545483,0.00931262398089429,2479,"tags=28%, list=14%, signal=24%","Clcf1/Parp3/Il4/Pagr1a/Coro1a/Loxl3/Phf14/Batf/Plcl2/Notch2/Myb/Il4ra/Ap1g1/Ep300/Nckap1l/Bcl6/Shb/Tnfaip3/Irf1/Lgals8/Bcl3/Spn/Relb/Brd2/Ndfip1/Zc3h12a/Ptk2b/Rora/Pcyt1a/Il18/Unc13d/Rorc/Tnfsf4/Il27ra/Mfng/Jak3/Pglyrp2/Atp7a/Tmem98/Anxa1/Rag2/Socs5/Kmt2a/Lgals9/Stat4/Nfkbiz/St3gal1/Nfkbid/Nkx2-3/Stat3/Tlr4/Itm2a/Pf4/Icam1/Cd81/Smad7"
"MF","GO:0015293","symporter activity",141,0.401873561186428,1.57439462838196,0.000915811062596146,0.0119173417018349,0.00939484456450865,5199,"tags=46%, list=28%, signal=33%","Slc17a8/Slc1a1/Slc4a11/Slc4a10/Slc1a2/Slc6a3/Slc13a4/Slc6a11/Slc4a9/Slc6a7/Slc16a1/Slc5a8/Slc1a5/Slc4a4/Slc5a4b/Slc15a1/Slc28a1/Slc12a1/Slc6a4/Mfsd2a/Slc6a1/Slc6a2/Slc17a2/Slc28a3/Slc34a2/Slc6a12/Slc6a19/Slc36a3/Slc6a5/Slc1a3/Slc10a6/Slc29a1/Slc17a6/Slc5a10/Slc38a4/Slc13a3/Slc16a14/Slc6a18/Slc39a12/Slc2a12/Slc5a4a/Slc5a12/Slc13a1/Slc22a4/Slc39a4/Slc6a20a/Slc5a9/Slc5a7/Slc13a5/Slc17a1/Slc15a5/Slc45a1/Slc24a3/Slc4a5/Slc38a3/Slc24a4/Slc6a14/Slc1a7/Slc39a5/Slc4a8/Slc10a2/Slc22a1/Slc12a5/Slc10a4/Slc6a20b"
"BP","GO:0031669","cellular response to nutrient levels",245,-0.258975403549931,-1.42389587375947,0.00092299850128189,0.0119915609145642,0.00945335408657641,2873,"tags=28%, list=16%, signal=24%","Gabarap/Wipi2/Mdm2/Atg5/Fbxo22/Rxrb/Pdk4/Mlx/Zfyve1/Sar1a/Jmy/Rnf167/Xpr1/Vps41/Pik3c2a/Pik3c3/Chka/Trim32/Vdr/Fads1/Atxn3/Atg14/Gabarapl2/Flcn/Pik3r4/Prkaa1/Slc38a2/Atf2/Lamp2/Wdr45b/Ep300/Ctsl/Bmpr2/Atg4b/Prkag2/Pak2/Mapk1/Ncoa1/Foxa3/Wdr45/Zc3h12a/Crebbp/Stk26/Sfrp1/Rictor/Prkab1/Plin3/Pdk2/Sirt1/Tcf7l2/Map1lc3a/Ogt/Ywhaz/Cadps2/Mtmr3/Ulk1/Mn1/Micu1/Ralb/Gabarapl1/Srebf2/Sesn1/Fos/Foxo1/Map1lc3b/Glul/Gas6/Klf10"
"BP","GO:0031632","positive regulation of synaptic vesicle fusion to presynaptic active zone membrane",19,0.655688236471185,1.82466150127653,0.000970658939332631,0.0125502318219952,0.00989377330667972,4107,"tags=58%, list=22%, signal=45%","Rph3a/Rims1/Rims2/Syt7/Erc2/Rimbp2/Syt4/Syt1/Syt2/Doc2b/Cacna1b"
"BP","GO:0099502","calcium-dependent activation of synaptic vesicle fusion",19,0.655688236471185,1.82466150127653,0.000970658939332631,0.0125502318219952,0.00989377330667972,4107,"tags=58%, list=22%, signal=45%","Rph3a/Rims1/Rims2/Syt7/Erc2/Rimbp2/Syt4/Syt1/Syt2/Doc2b/Cacna1b"
"BP","GO:1901634","positive regulation of synaptic vesicle membrane organization",19,0.655688236471185,1.82466150127653,0.000970658939332631,0.0125502318219952,0.00989377330667972,4107,"tags=58%, list=22%, signal=45%","Rph3a/Rims1/Rims2/Syt7/Erc2/Rimbp2/Syt4/Syt1/Syt2/Doc2b/Cacna1b"
"BP","GO:0048873","homeostasis of number of cells within a tissue",47,-0.446844628500888,-1.85920142654948,0.000976992972150226,0.0126119492139712,0.00994242721952778,1133,"tags=26%, list=6%, signal=24%","Vhl/Add1/Notch1/Rac1/Lipa/Kmt2a/Fosl2/Nfkbiz/Sash3/Gata1/Flt3/Gata2"
"BP","GO:0002244","hematopoietic progenitor cell differentiation",159,-0.282365613279984,-1.47953836072778,0.000981535038597429,0.0126503742374894,0.00997271896850775,2477,"tags=25%, list=14%, signal=21%","Sbds/Sos1/Sp1/Braf/Ap3b1/Batf/3830403N18Rik/Zbtb24/Myb/Flcn/Ssbp3/Chd2/Atf2/Sos2/Rest/Sipa1l3/Cebpd/Bmp4/Sirpa/Sfrp1/Sh2b3/Lyn/Notch1/Ap2a2/Lipa/Sox4/Jam3/Zfp36/Apobec3/Dpf2/Tal1/Tcf15/Plek/Thsd1/Mllt3/Hes1/Kit/Flt3/Gata2"
"MF","GO:1990756","ubiquitin-like ligase-substrate adaptor activity",96,-0.346888117617487,-1.71254296511455,0.000991855917038385,0.012763037684056,0.0100615353837015,2883,"tags=36%, list=16%, signal=31%","Fbxo9/Klhl20/Fem1c/Klhl23/Trpc4ap/Spsb3/Kbtbd12/Klhl28/Appbp2/Sh3bgrl/Fbxo38/Klhl7/Klhl2/Fem1b/Klhdc3/Fbxw11/Fbxo3/Btrc/Fbxo4/Pef1/Dcaf12/Klhl12/Vhl/Spsb2/Pcmtd1/Herpud1/Klhl21/Klhl6/Klhl22/Kbtbd2/Klhl4/Klhl24/Kbtbd7/Arrdc4/Smad7"
"BP","GO:0050868","negative regulation of T cell activation",130,-0.302861586102764,-1.53686098890693,0.000995973159159539,0.0127956424470083,0.0100872388239202,2067,"tags=30%, list=11%, signal=27%","Il4/Clec4g/Loxl3/Il4ra/Gimap5/Socs6/Cd300a/Bcl6/Irf1/Btla/Bmp4/Spn/Ndfip1/Zc3h12a/Lax1/Tspan32/Prkar1a/Tnfsf4/Cd44/Zfp608/Nrarp/Jak3/Anxa1/Pten/Rag2/Socs5/Lgals9/Casp3/Tnfrsf21/Nfkbid/Cd24a/Cd274/Adora2a/Peli1/H2-T23/Laptm5/Pf4/Sdc4/Smad7"
"BP","GO:0006836","neurotransmitter transport",210,0.364739946110769,1.48266314816204,0.00101298927322359,0.0129935973284442,0.0102432933693386,2649,"tags=30%, list=14%, signal=26%","Slc17a8/Baiap3/Cacna1e/Ppt1/Ptprn2/Dtnbp1/Nrxn3/Abcc8/Slc1a2/Unc13c/Ntrk2/Slc6a3/Slc6a11/Slc6a7/Rph3a/Syt12/Nos1/Ppfia2/Htr1d/Rims1/Kcnj8/Rims2/Syt7/Erc2/Lin7a/Slc6a4/Cadps/Cacna1d/Chrna3/Otof/Slc6a1/Npy1r/Syn2/Slc6a2/Rimbp2/Pclo/Slc6a12/P2ry4/Trim9/Gdnf/Slc29a4/Stxbp5l/Slc6a5/Dgki/Rab3b/Kcnh1/Sv2b/Slc29a1/Slc17a6/Prkcg/Syt4/Slc6a18/Snap25/Sptbn2/Xbp1/Snap91/Gpr158/Syt1/Wnt7a/Sv2a/Slc22a4/Nlgn1"
"BP","GO:1901222","regulation of non-canonical NF-kappaB signal transduction",88,-0.347119315312187,-1.68507039115731,0.00103075564440825,0.0132005330625405,0.0104064278254379,3436,"tags=36%, list=19%, signal=30%","Ptpn22/Ppm1a/Pdcd4/Ppm1b/Nod1/Cd86/Ago3/Birc2/App/Trip6/Edar/Nmi/Trim26/Bcl3/Fbxw11/Ago1/Birc3/Trim44/Zc3h12a/Crebbp/Ptp4a3/Il18/Cpne1/Adipor1/Terf2ip/Tlr7/Sphk1/Rela/Tlr4/Laptm5/Tek/Rassf2"
"CC","GO:0060076","excitatory synapse",93,0.431797877997709,1.61470811209403,0.00103972332689671,0.0132943104503993,0.0104803557201514,2649,"tags=35%, list=14%, signal=31%","Slc17a8/Met/Ptprf/Adcy8/Gria1/Scn8a/Unc13c/Ntrk2/Fgfr2/Atp2b2/Syndig1/Grin2b/Adgrb3/Grin2a/Bsn/Elavl2/Pclo/Atp2b3/Cntn6/Kcnj6/Cntnap2/Shisa6/Dgki/Kcnh1/Sema3a/Gnao1/Slc17a6/Grid2/Ctnna2/Sptbn2/Snap91/Syt1/Nlgn1"
"BP","GO:0001779","natural killer cell differentiation",31,-0.510688343877265,-1.94061046441221,0.00104291267421179,0.0133140242026943,0.0104958967395523,979,"tags=35%, list=5%, signal=34%","Ikzf1/Pglyrp2/Tusc2/Il15/Il11ra1/Lgals9/Stat5a/Pbx1/Slamf1/Stat5b/Gas6"
"BP","GO:0030866","cortical actin cytoskeleton organization",37,-0.477998941807618,-1.86943989684924,0.00104545544980751,0.0133254345266474,0.0105048918848332,2938,"tags=46%, list=16%, signal=39%","Llgl1/Ehd2/Llgl2/Iqgap1/Rhoq/Fmnl1/Rock2/Arf6/Nckap1l/Tln1/Rtkn/Coro1c/Rock1/Iqgap2/Plec/Plek/Nckap1"
"MF","GO:0015172","acidic amino acid transmembrane transporter activity",20,0.656008703102742,1.84428710280018,0.00105115020595528,0.0133769209674403,0.0105454803919459,2089,"tags=45%, list=11%, signal=40%","Slc17a8/Slc1a1/Slc25a12/Slc1a2/Slc1a5/Grik1/Slc1a3/Slc17a6/Slc13a3"
"CC","GO:0031526","brush border membrane",75,0.463856226721226,1.67960839488966,0.00105542319401789,0.0134101805516644,0.0105717000499772,2756,"tags=43%, list=15%, signal=36%","Cubn/Lrp2/Hsp90ab1/Atp6v0a4/Ace2/Plb1/Slc5a8/Cdhr2/Npc1l1/Slc9a3/Slc28a1/Abcc2/Trpm6/Hsp90aa1/Atp8b1/Slc26a3/Slc28a3/Slc34a2/Slc7a9/Itln1/Slc6a19/Cd36/Slco1a5/Slc6a18/Aqp7/Enpep/Cdhr5/Drd5/Slc3a1/Anpep/Aqp8/Slc19a1"
"BP","GO:0071216","cellular response to biotic stimulus",249,-0.252513037822751,-1.39886110074464,0.00106021802197967,0.0134499557858991,0.0106030562158489,2698,"tags=24%, list=15%, signal=21%","Nfkbil1/Pde4d/Gsk3b/Abcb1a/Traf6/Shpk/Irgm1/Plscr1/Cx3cl1/Trim12a/Stat1/Chmp5/Notch2/Upf1/Ly96/Capn2/Tbxa2r/Rhoa/Ptafr/Tnfaip3/Jak2/Gbp2/Nr2c2/Tmco1/Irgm2/Mapk1/Cxcl2/Sirpa/Casp7/Prkce/Zc3h12a/Ppp1r15b/Trib1/Lyn/Tnfsf4/Notch1/Plscr4/Ogt/Il12a/Syk/Cd55/Ddit3/Nfkbiz/Zfp36/Mapk14/Cd274/Rela/Cd84/Tlr4/Tnfrsf1b/Irak3/Gata1/Cdk19/Plscr3/Pf4/Mef2c/Sgms1/Pde4b/Tnip3/Txnip/Gch1"
"CC","GO:0005774","vacuolar membrane",328,-0.233088725313124,-1.30095762700073,0.00106663110745764,0.0135101034159329,0.0106504726321295,3522,"tags=32%, list=19%, signal=27%","Mfsd12/Slc35f6/Hspa8/Mitf/Chmp3/Abcd1/Atp6v1g2/Slc15a4/Rragb/Cln5/Chmp2a/Glmp/Sphk2/Tbc1d7/Uba1/Bloc1s1/Abcb6/H2-K1/Tmem9b/Cln3/Ctsd/Tmem106b/Ap5s1/Slc39a14/Ncstn/Gabarap/Trim23/Slc26a11/Vti1b/Snap29/Atp6v0a2/Vps11/Uvrag/Slc31a2/Tmem163/Vps18/Vps4a/Sar1a/Jmy/Rnf167/Vps41/Ubxn6/Irgm1/H2-Oa/Rb1cc1/Tmem175/Lmbrd1/Mmd/Atp6v1h/Chmp5/Abhd6/Chmp1a/Gimap5/Atxn3/Atg14/Gabarapl2/Flcn/Rab2b/Atraid/Ap1g1/Lamp2/Neu3/Mcoln1/H2-DMa/Atg4b/Sidt2/Atp6v1e1/Tecpr1/Irgm2/Cd164/Thbd/Ap1m1/P2rx4/Sppl2a/Ap5m1/Cdip1/Tmem9/Atp6v1a/Lamtor3/Tmbim1/Abca3/Tmem63a/Atp6v1b2/Slc29a3/Laptm4b/Wdfy3/Clcn3/Tfe3/Map1lc3a/Tmem59/Ulk1/Ostm1/Arl8b/Deptor/Vopp1/Gabarapl1/Cd63/Slc48a1/Vps39/Hgsnat/Laptm4a/Sort1/Pld3/Map1lc3b/Laptm5/H2-Ob"
"BP","GO:0014855","striated muscle cell proliferation",74,-0.379603036331679,-1.74821608778152,0.00107636490535459,0.0136120575902511,0.0107308465648727,2811,"tags=35%, list=15%, signal=30%","Abl1/Tgfbr1/Rxrb/Apc/Ctnnb1/Hgf/Arid2/Jak2/Mapk1/Ski/Smad1/Cflar/Prkar1a/Notch1/Sirt1/Pten/Dyrk1a/Vgll4/Mapk14/Cav2/Fos/Stat3/Mef2c/Tgfbr2/Angpt1/Tgfbr3"
"BP","GO:0014812","muscle cell migration",124,-0.305445603948088,-1.54114548208107,0.00108802196410462,0.0137379773311398,0.0108301133663835,2866,"tags=31%, list=16%, signal=26%","Mdk/Lpar1/Ptger4/Mdm2/Ssh1/Pde4d/Ptk2/Iqgap1/Nr4a3/Bin3/Net1/Arpc5/Gna13/Rhoa/Coro1b/Zfp950/Rock1/Trib1/Il18/Rapgef3/P2ry2/Atp7a/Anxa1/Itgb3/Tcp11l2/Ddit3/Kcnn4/Camk2d/Ilk/Tlr4/Crk/Pdgfd/Mef2c/Stat5b/Egfl7/Grb10/Egr1/Prkg1"
"BP","GO:0035265","organ growth",185,-0.275058658849089,-1.47128607986901,0.00109840490190731,0.0138474415168689,0.0109164076957764,1258,"tags=18%, list=7%, signal=17%","Ube3a/Ski/Smad1/Heg1/Rarg/Prkar1a/Akap13/Notch1/Sirt1/Tcf7l2/Map7/Pten/Dyrk1a/Nr3c1/Stk4/Rag2/Vgll4/Lats2/Fosl2/Rarb/Camk2d/Mapk14/Sash3/Esr1/Npr2/Por/Mef2c/Tgfbr2/Prkg1/Meis1/Dusp6/S1pr1/Tgfbr3"
"BP","GO:0060042","retina morphogenesis in camera-type eye",70,0.464814560427304,1.66468888445001,0.00111251882899114,0.0140035275032358,0.0110394555714943,3658,"tags=40%, list=20%, signal=32%","Thy1/Slc1a1/Sdk2/Cfh/Samd11/Megf11/Fat3/Sdk1/Ntrk2/Hcn1/Trpm1/Vsx2/Grk1/Mfsd2a/Prom1/Vax2os/Pde6c/Calb1/Rs1/Ush1c/Samd7/Cdon/Dscam/Nrl/Vsx1/Rp1/Miat/Cnga3"
"BP","GO:0071805","potassium ion transmembrane transport",177,0.379531408871213,1.52256235607185,0.00111883408451113,0.0140611170092292,0.0110848553318512,5250,"tags=43%, list=29%, signal=31%","Prnp/Wnk2/Stk39/Abcc9/Kcna2/Kcnh8/Ank2/Kcnma1/Hcn1/Atp12a/Kcnq2/Slc9a3/Cnga2/Kcnj8/Kcnh5/Slc9c1/Slc12a1/Pkd2l1/Kcnh7/Cacna1d/Kcnc2/Dpp10/Kcnu1/Nalcn/Atp4b/Kcnj15/Kcnj6/Kcna1/Wnk3/Kcnh1/Slc1a3/Akap6/Casq2/Slc17a6/Fxyd4/Atp1a3/Kcnk16/Kcnt2/Kcnj12/Snap25/Kcnk9/Kcnn3/Lrrc55/Dpp6/Kcnh3/Kcnq3/Rnf207/Rgs7/Neto1/Kcnk10/Trem2/Atp1a4/Kcnip4/Kcng4/Slc24a3/Kcnj13/Kcnj9/Kcnh4/Kcnv1/Kcne2/Slc24a4/Kcne1/Ank3/Kcnn2/Kcnk5/Hcn4/Kcnmb2/Kcnip2/Kcnj2/Kcnt1/Lrrc38/Slc12a5/Mcoln3/Kcnmb1/Bin1/Atp1a2"
"BP","GO:0030032","lamellipodium assembly",69,-0.382784595408018,-1.72489313079746,0.00114243681843248,0.0143132277980665,0.0112836028154278,2157,"tags=29%, list=12%, signal=26%","Fscn1/Cyfip1/Bin3/Ccdc88a/Golph3/Pxn/Pik3r1/Wasf2/Abi2/Fgd4/Nck1/Cdc42/Atp7a/Rac1/Abi3/Ablim1/Kit/Nckap1/Aqp1/S1pr1"
